,Description,Gerne,Label
390,"Ehon Kỹ Năng Sống - Chào Hỏi Lịch Sự (Tái Bản)
25 câu chào hỏi
và cảm ơn, xin lỗi
dạy tác phong lịch sự
cho bé 2-5 tuổi
Mỗi sáng thức dậy, bé nói gì?
Bé đáp lời người lớn ra sao?
Bé nói với bạn bè thế nào?
Nở nụ cười rạng rỡ khi cất lời chào hỏi, rồi biết nói cảm ơn và xin lỗi, bé sẽ truyền cảm xúc hân hoan cho người nghe. Cùng học cách cư xử lịch thiệp nhé!",Kỹ Năng Sống,2
391,"Mọi người đều ý thức được rằng đằng sau những động tác cơ thể và biểu cảm bình thường nhất mà chúng ta ngày nào cũng thấy, lại cất giấu một lượng lớn thông tin. Chỉ cần dựa vào phân tích vi biểu cảm và thuật đọc tâm từ ngôn ngữ cơ thể là có thể giải mã một cách chính xác và khoa học các mật mã phi ngôn ngữ, kết nối với nơi sâu thẳm trong tâm hồn của bản thân mình và của người khác.

Những phương pháp phân tích vi biểu cảm trong cuốn sách này có thể sẽ giúp bạn tránh được những thất bại trong cuộc đời, nâng cao kinh nghiệm cuộc sống cho bản thân, mở ra những cơ hội thành công và hạnh phúc",Kỹ Năng Sống,2
392,Cuốn sách dành cho bé trai với những câu chuyện để rút ra bài học ý nghĩa cho lứa tuổi 13,Kỹ Năng Sống,2
393,"Thành Công Theo Cách Khác
""Mỗi câu chuyện là một hành trình, như leo núi, vô vùng gian nan song đầy cảm hứng của các doanh nhân xã hội. Bạn đọc không chỉ biết về câu chuyện khởi nghiệp đơn thuần của họ, mà cả những suy tư hồn nhiên ban đầu, những bước đi hăm hở đầu tiên, rồi những trăn trở ""chơi hay bỏ"" khi hạch toán lỗ cả năm trời, cách họ đối diện trước khó khăn và thất bại, và cách họ gượng dậy, bước tiếp với một quyết tâm mạnh mẽ hơn lúc nào hết... Đến lúc này, không phải doanh nghiệp của họ đã vượt qua mọi thách thức, nhưng một điều chắc chắn là họ đã vượt qua chính mình. Câu chuyện của họ, vì vậy, là câu chuyện của chính chúng ta, ai chẳng phải phấn đấu vượt lên chính mình.""
Phạm Kiều Oanh
Giám đốc, người sáng lập CSIP",Kỹ Năng Sống,2
394,"Sự chú ý là yếu tố quan trọng bậc nhất để trở nên hữu ích, sáng tạo và hạnh phúc – trong công việc và cả trong cuộc sống. Đây là một kỹ năng thiết yếu trong thời hiện đại, khi công việc đòi hỏi phải tận dụng trí óc cao độ trong môi trường thường xuyên gây xao lãng.
Cuốn sách Siêu tập trung sẽ giúp bạn hiểu rõ vì sao chúng ta lại dễ dàng bị xao lãng đến thế, đồng thời tìm hiểu cách thức để bắt cái đầu bướng bỉnh của mình tập trung trong thế giới đầy cám dỗ ngày nay. Nhờ khả năng chuyên tâm vào từng chuyện quan trọng tại mỗi thời điểm – siêu tập trung – chúng ta phát huy được nhiều nhất năng lực của mình cũng như có được một đời sống hạnh phúc và thành công.",Kỹ Năng Sống,2
395,"Tư Duy Truy Tìm Sự Thật - The Scout Mindset
Quyển sách sử dụng hình ảnh ẩn dụ “lính trinh sát” để nói về lối tư duy hướng đến sự chính xác. Hầu hết chúng ta đều áp dụng lối tư duy của chiến binh, những người cũng hướng tới lẽ phải nhưng thường bị tác động bởi cảm giác phải bảo vệ cho phe ta, vì thế có những quan điểm không đúng thực tế.
Lính trinh sát cũng hoạt động vì lợi ích của phe mình, nhưng lợi ích đó chỉ có thể đạt được khi trinh sát báo cáo chính xác những gì họ thấy, để “phe ta” có thể quyết định bước tiếp theo nên làm gì.
Tóm lại, thay vì mù quáng bảo vệ quan điểm vì lợi ích của phe mình, chúng ta nên tư duy như lính trinh sát - tức có cái nhìn đầy đủ và chân thật nhất trong từng tình huống - để ứng biến cho phù hợp.",Kỹ Năng Sống,2
396,"Khi bước vào tuổi dậy thì, em sẽ không còn là một cậu bé tinh nghịch và bướng bỉnh nữa.
Khi bước vào tuổi dậy thì, cơ thể em giống như cái cây đang vươn lên cao lớn và rắn rỏi.
Khi bước vào tuổi dậy thì, giọng em không còn trong trẻo nữa mà trở nên ồm ồm.
Khi bước vào tuổi dậy thì, em sẽ phải đối mặt với cả những cảm xúc như nghi ngờ, hoang mang, vui sướng, đau khổ…
Xin hãy mở cuốn sách này ra, vì đây là cuốn cẩm nang sinh ra để giúp em và những cậu bé như em hiểu quá trình trưởng thành của mình, giúp em biết yêu quý giữ gìn cơ thể mình, giúp em giải quyết những rắc rối, thoát khỏi những phiền muộn của tuổi dậy thì.",Kỹ Năng Sống,2
397,"Bên cạnh phần kiến thức được học từ sách vở, còn một điều không kém phần quan tọng góp phần vào thành công của thế hệ trẻ là phần kỹ năng mềm và hành động suy nghĩ ra ngoài xã hội ngay từ khi còn ngồi trên ghế nhà trường.
Sự thiếu hụt về kỹ năng bản thân làm cho cá nhân của mỗi người tự ti, dù có kiến thức cũng không thể áp dụng một cách mạch lạc trơn tru.
Việc rèn luyện kỹ năngl à điều hết sức cần thiết dành cho tất cả mọi người.",Kỹ Năng Sống,2
398,""" Năm năm qua, tôi đã được nghe rất nhiều bí mật của những người xa lạ mà tôi gặp trên Craigslist. Những câu chuyện về lạm dụng tình dục và rối loạn tâm thần, chia ly và cái chết, nghiện ngập và tàn tật, khiến tôi cảm phục về sự phóng khoáng sâu sắc của con người, về khả năng vượt qua khó khăn và tiến  bước, chữa lành và trả ơn. Tôi học được cách lắng nghe, cách trở thành chứng nhân cho sự mất mát và hối tiếc đau thương, cách đưa ra phương thức an toàn để chữa lành. Ở nơi sự khác biệt vừa được tôn vinh lại vừa bị lợi dụng để gây sợ hãi và chia rẽ, tôi nhận ra rằng nỗi đau, trong bất cứ hình hài nào, cũng có thể gắn kết con người với nhau.",Kỹ Năng Sống,2
399,"Kĩ Năng Đọc Thông Minh - Biến Thông Tin Thành Sức Mạnh
Nhiều nhân viên trẻ khi mới bước vào môi trường công sở đã từng gặp rắc rối như thế này: vì tốc độ đọc chậm mà tài liệu cứ chồng chất lên nhay; hiệu quả đọc không cao, thường xuyên quên mất nội dung sau khi đọc; không thể phân loại thông tin và đưa ra tổng kết; không thể tìm thấy nguồn thông tin mỗi khi cần đế Từ tiếp nhận thông tin, xử lí thông tin đến trích xuất thông tin là một quá trình mà chúng ta dễ xảy ra nhiều thiếu sót, dẫn đến làm việc kém hiệu quả.
Cuốn sách này cung cấp phương pháp xử lí thông tin có hệ thống cho người đọc dựa trên khả năng tư duy logic, trau dồi khả năng thu thập và diễn giải để sử dụng thông tin một cách nhanh chóng, chính xác.",Kỹ Năng Sống,2
400,"Thuật xử thế của người xưa thông qua những điển tích Trung Hoa để rút ra những bài học uyên thâm và đầy ngụ ý, nhằm hướng người đọc đến những giá trị chân thiện mỹ, góp phần giáo dục đạo đức lối sống của thanh niên.
Trong xã hội hiện đại, con người mải mê chạy theo những giá trị vật chất mà bỏ quên mất việc tu dưỡng đạo đức, lối sống. Xã hội càng phát triển bao nhiêu thì đạo đức xã hội lại càng băng hoại đi bấy nhiêu. Vì vậy, những câu chuyện trong Thuật xử thế của người xưa tuy đã trải qua hàng vạn năm nhưng vẫn còn vẹn nguyên giá trị đức dục. Cuốn sách góp phần định hướng người đọc đến các giá trị chân thiện mỹ trong cuộc sống.",Kỹ Năng Sống,2
401,"Rich Woman - Người Phụ Nữ Giàu - Kiểm Soát Đồng Tiền Quản Lý Cuộc Đời
Bằng kinh nghiệm của mình, Kim Kiyosaki, vợ của tác giả bộ sách Dạy con làm giàu, chia sẻ với phụ nữ khắp nơi những kiến thức bổ ích về đồng tiền, về đầu tư. Và thông qua quyển sách này, bà muốn giúp phụ nữ thay đổi tư duy về đồng tiền, kiểm soát đồng tiền tốt hơn để từ đó được độc lập về tài chính – không phụ thuộc vào đàn ông, gia đình, hay công ty, hay chính phủ, và quan trọng nhất là giúp phụ nữ quản lý cuộc đời mình tốt hơn.",Kỹ Năng Sống,2
402,"Trọn vẹn, cảm nhận và yêu thương là ba yếu tố làm thăng hoa đời sống tinh thần của chúng ta. Chúng ta không thể cảm nhận được vẻ đẹp của sự sống nếu như chúng ta không trọn vẹn với sự sống. Trọn vẹn với sự sống có nghĩa là trọn vẹn với cái đang là. Trọn vẹn với những gì đang diễn ra ngay trong giây phút này và ngay ở đây.
Khi ta có thể trọn vẹn được như thế thì ta sẽ cảm nhận được sự sống trong ta và xung quanh ta một cách sâu sắc hơn. Tâm yêu thương trong ta sẽ rộng mở với đất trời, thiên nhiên và vạn hữu.",Kỹ Năng Sống,2
403,"Một Ngày Kia … Đến Bờ
Với cách viết ""vui vui"" và độc đáo của riêng mình, tác giả mang lại một cái nhìn nhẹ nhàng nhưng sâu sắc về cuộc sống, thúc đẩy người đọc tự nhìn lại bản thân và nhận ra rằng cuộc đời ngắn ngủi này không đáng để chúng ta giữ lại quá nhiều khổ đau do chính mình tạo ra. Cuốn sách không chỉ là một bức tranh về Thiền, mà còn là hành trình tìm kiếm sự giải thoát và ý nghĩa thực sự của cuộc sống.
Đặc biệt, tác giả đề cập đến khái niệm ""well-dying"" - sự thoải mái trong việc chấp nhận cái chết và chuẩn bị cho một cuộc hành trình mới. Cuốn sách không chỉ là một tác phẩm văn học, mà còn là hướng dẫn cho những người muốn khám phá ý nghĩa sâu sắc của cuộc sống và cái chết.
Hãy để ""Một ngày kia ... đến bờ"" làm thay đổi cách nhìn của bạn về cuộc sống và truyền cảm hứng cho một hành trình tâm linh mới.",Kỹ Năng Sống,2
404,"Kỹ Năng Toàn Diện Cho Cuộc Sống Và Công Việc - Quản Lý Dự Án Tinh Gọn
Rất nhiều người cho rằng “quản lý dự án” là một cụm từ chỉ dành cho những ai thực hiện dự án trong phòng/ban Dự án của doanh nghiệp. Điều này không chính xác bởi bất kể ai cũng có những dự án của mình. Một hay nhiều công việc cần phải thực hiện trong một khoảng thời gian nhất định, với những điều kiện và nguồn lực được giao, sản phẩm cuối cùng là “chìa khoá trao tay” - đều được coi là dự án.
Các công cụ, bí quyết, kỹ thuật nằm trong sách này giúp bạn đạt được thành công nhất định chỉ cần sử dụng các nguồn lực tối thiểu. Cuốn sách không chỉ dành cho những người đang bắt đầu quản lý dự án mà cũng mang đến nhiều gợi ý hữu ích cho ai đã có nhiều kinh nghiệm hơn.",Kỹ Năng Sống,2
405,Gấu con viết thư cho cậu bạn thân nhất của mình là Thỏ con. Đãlâu rồi cậu mới lại viết thư! Cậu đắn đo suy nghĩ thật cẩn thận vềnhững điều mình muốn nói và cực kỳ hài lòng với kết quả. Cậu khônghề hay biết bức thư sẽ mang lại những điều tuyệt vời ra sao...Các em hãy đọc truyện để khám phá xem những điều tuyệt vờiđó là gì nhé! Đây là một câu chuyện hay tuyệt về niềm vui khi nhậnđược một bức thư và cả khi viết một bức thư nữa đấy.Các em cũng hãy thử viết một bức thư rồi chờ xem điều đặc biệtgì sẽ xảy ra nhé!,Kỹ Năng Sống,2
406,"Nghệ Thuật Đàm Phán Đỉnh Cao
Nhằm phân tích những diễn biến tâm lý ẩn sau mỗi biểu hiện của chúng ta trong các cuộc thảo luận quan trọng, từ đó đưa ra những giải pháp khả thi giúp định hướng suy nghĩ và hành động, cuốn sách Nghệ thuật đàm phán đỉnh cao của nhóm tác giả Kerry Patterson, Joseph Grenny, Ron Mcmillan và Al Switzler là một bộ công cụ dành cho tất cả những ai muốn gặt hái thành công thông qua các cuộc đàm phán mang tính quyết định. Nghệ thuật đàm phán đỉnh cao sẽ giúp bạn ra các mô hình chung của các cuộc đàm phán, thảo luận, cách thức kết nối những người khác cùng tham gia và lắng nghe họ…",Kỹ Năng Sống,2
407,"Đời người chỉ sống một lần, nên sống sao cho trọn vẹn và xứng đáng. Quyển sách tập hợp những câu chuyện, câu nói hay về tinh thần, về cuộc sống. Qua những câu chuyện và câu nói hay đó, hy vọng độc giả sẽ được truyền cảm hứng, được tiếp thêm sức mạnh, để vui sống và sống cuộc đời có ý nghĩa và trọn vẹn nhất.",Kỹ Năng Sống,2
408,"Nói Những Gì Cần Nói Và Nghe Những Gì Cần Nghe - Nói Sao Cho Hay Nghe Sao Cho Khéo
Những cuộc đối thoại hàng ngày định nghĩa cách bạn nhìn nhận bản thân và hình ảnh của bạn trong mắt người khác. Những gì bạn nói hoặc không nói ra khi đối thoại có thể dẫn đến những hệ quả ảnh hưởng sâu sắc đến cuộc đời của bạn và những người xung quanh
NÓI SAO CHO HAY NGHE SAO CHO KHÉO sẽ giúp bạn điều chỉnh sự khác biệt về quyền lực, để bạn có thể lên tiếng với sự tự tin và được lắng nghe. Nhưng nếu nói ra mà không ai nghe thì cũng không có nghĩa lý gì, nên sách cũng sẽ giúp bạn hiểu được quyền lực của bạn có thể khích lệ người khác lên tiếng cũng như khiến họ im lặng ra sao.",Kỹ Năng Sống,2
409,"1000 Câu Chuyện Hay Thế Giới - Mưu Lược Trong Chính Trị Quân Sự Và Đời Sống (Tái Bản 2022)
Sách tập hợp nhiều kế sách hay cũng như thuật dùng người khôn khéo của các nhân vật nổi tiếng giúp chúng ta nhìn lại quá khứ, học hỏi kinh nghiệm, từ đó vận dụng một cách sáng tạo trong cuộc sống hàng ngày.
Trong lịch sử có rất nhiều câu chuyện về các nhà chính trị và quân sự đã vận dụng kế sách, mưu lược.
Xã hội không ngừng phát triển, trên mọi phương diện đều có sự cạnh tranh gay gắt, vì thế việc vận dụng mưu lược là không thể thiếu. Đặc biệt là trong các lĩnh vực chính trị, quân sự hay kinh tế, ngoại giao, ngoài tầm nhìn xa trông rộng, tài phân tích, phán đoán nhạy bén, những người lãnh đạo còn phải giỏi cách nhìn người và sử dụng người để vận dụng trong mọi hoàn cảnh.",Kỹ Năng Sống,2
410,"Năm Tháng Đằng Đẵng, Chẳng Có Ngày Nào Thích Hợp Đi Làm
Ngày mưa hợp đi ngủ
Ngày nắng hợp tắm nắng
Ngày gió hợp ra ngoài tha thẩn
Năm tháng đằng đẵng, chẳng có ngày nào thích hợp đi làm
Cuốn sách này sẽ tái hiện trạng thái vô cùng chân thực của những con người nơi công sở: cuộc sống vất vả, buồn ngủ tới muốn hôn mê, công việc chất thành đống, thôi làm cốc cà phê.
Đây được coi như một món quà dành cho những ""người lớn không vui"" vẫn đang hàng ngày đối diện với những vất vả trong guồng quay cuộc sống.",Kỹ Năng Sống,2
411,"Có một chiếc chìa khóa kì diệu để mở ra cách cửa tăng cường trí nhớ, đó là “hình ảnh”. Quả thật, ta dễ nhớ hình hơn nhớ từ. Tối ưu hóa trí nhớ là cuốn sách hướng dẫn đầu tiên tận dụng tối đa phương pháp hình ảnh nhằm phát triển toàn diện trí nhớ với hình minh họa hấp dẫn và vui nhộn cùng lời dẫn cô đọng dễ đọc, dễ hiểu.
Cuốn sách cung cấp hơn 200 bài tập đơn giản, lí thú và gần gũi với đời sống hằng ngày giúp nâng cao khả năng ghi nhớ và tái hiện kí ức, đồng thời cải thiện độ nhạy bén của trí não. Tối ưu hóa trí nhớ đồng thời hướng dẫn nhiều thủ thuật đã được các chuyên gia áp dụng thành công cùng những phương pháp hữu hiệu để phòng tránh hiện tượng đãng trí và nhầm lẫn. Ở từng chương, cuốn sách giúp bạn đánh giá mức tiến bộ của mình qua các bài kiểm tra “check-in”/“check-out”.",Kỹ Năng Sống,2
412,"“Nếu một ý tưởng nghe chừng không có gì ngớ ngẩn thì đừng mong có hy vọng gì cho nó.” – Albert Einstein
Trong Vật lý của những điều tưởng chừng bất khả, nhà vật lý Michio Kaku khám phá khả năng đưa những công nghệ và thiết bị từ lãnh địa của khoa học viễn tưởng vào cuộc sống thường nhật trong tương lai.
Bằng lối dẫn chuyện lôi cuốn và khơi gợi trí tò mò, Kaku đưa chúng ta theo một hành trình khó quên đầy mê hoặc của các chùm tia hủy diệt, trường lực, áo khoác tàng hình đến du hành thời gian… Dù phải chờ thêm hàng thế kỷ hay khả thi ngay trong vài thập kỷ tới, hẳn bạn sẽ bất ngờ khi biết những điều ngỡ “viễn tưởng” này, thật ra, lại trong tầm với của khoa học.",Kỹ Năng Sống,2
413,"Bạn phải làm gì để được “là chính mình”? Phá vỡ những trật tự? Hát hò đi phượt và xem đó là giải phóng? Bạn thân mến, mỗi bản lĩnh dám “sống là mình” đòi hỏi ta phải lý trí, khôn ngoan, sẵn sàng cải sửa những điểm khuyết của mình, gỡ bỏ những nút thắt của tâm tưởng rối ren. Nếu bạn còn mong muốn tìm lại chính mình, hiểu mình, bạn nhất định cần đọc nó.
Nhớ nhé, là-chính-mình không phải là nổi loạn, cũng không phải là sống theo một ý niệm sáng tạo bất kì, nó là một hành trình gỡ bỏ bóng tối của nhân cách, khi ấy tấm gương trong suốt của tinh thần bản nguyên mới xuất lộ.
Đây chắc chắn là cuốn sách duy nhất dạy bạn cách là chính mình thật sự - chứ không phải cách để tự huyễn hoặc bản thân hay tỏ vẻ là chính mình bằng vỏ ngoài kì dị.",Kỹ Năng Sống,2
414,"Tâm Lý Học Giáo Dục
“ thậm chí ngay cả người ngu đần, nếu họ đã được đào tạo về toán học, mặc dù họ có thể không có lợi ích nào khác từ việc đó, thì họ sẽ trở nên sáng sủa hơn nhiều so với trường hợp không được đào tạo”
-“Cộng Hòa” (cuốn VII)",Kỹ Năng Sống,2
415,"Tất tần tật những thắc mắc về tâm sinh lí các bé gái tuổi dậy thì (9-18 tuổi) đều được giải đáp trong 2 cuốn sách này. Những câu hỏi của các bé gái, đang bỡ ngỡ trước ngưỡng tuổi dậy thì, được chuyên gia trả lời vừa khoa học mà dễ hiểu, dễ nhớ.
Đây là những cuốn cẩm nang quý giá giúp các bậc phụ huynh cùng những cô gái nhỏ của mình bước vào tuổi dậy thì tươi đẹp với tâm lí sẵn sàng và thoải mái!",Kỹ Năng Sống,2
416,"Học Đọc Sách Và Sáng Tạo
Cung cấp cho bạn đọc những kiến văn để phát triển Năng lực 4C, đồng thời để phát triển Năng lực 4H & 3KH ""4H"" là Huấn đức của Bác Hồ cho một Nhà trường trong thời kháng chiến: Sau khi viết vào sổ vàng Nhà trường này dòng chữ: Học để làm việc, làm người Bác đã căn dặn Giảng viên, Học viên Nhà trường thực hiện được bốn điều ""Học - Hỏi - Hiểu - Hành"" Lĩnh hội Tâm nguyện của Bác, nhiều Nhà trường ngày nay bồi dưỡng người học thực hiện ""Học - Hỏi - Hiểu - Hành"" đồng thời rèn luyện ""3KH"" ""Khỏe - Khôn - Khiêm""",Kỹ Năng Sống,2
417,"Nhà nghi2421ên cứu Bùi Văn Nam Sơn trong lời giới thiệu đã viết: “...Bộ sách CẨM NANG TƯ DUY này dành cho mọi độc giả, từ học sinh, sinh viên đến các giảng viên, nhà nghiên cứu, doanh nhân, người đã đi làm cũng như quý phụ huynh... muốn nâng cao năng lực tư duy của mình. Học sinh, sinh viên có thể đọc cẩm nang như tài liệu tham khảo để học tốt các bộ môn; quý phụ huynh có thể sử dụng cẩm nang để vừa nâng cao năng lực tư duy cần thiết để học tốt; các giảng viên, nhà nghiên cứu có thể sử dụng cẩm nang để xây dựng tốt các chủ đề của mình; người đi làm, doanh nhân... có thể áp dụng các kỹ năng, ý tưởng của cẩm nang vào công việc và cuộc sống.
Rất hoan nghênh Nhà xuất bản Tổng hợp TP. Hồ Chí Minh đã dịch và xuất bản bộ sách quý này đến bạn đọc Việt Nam”.",Kỹ Năng Sống,2
418,"Tâm Sinh Lý Học Con Người
Bạn đã bao giờ tò mò về bản chất của tâm lý con người và cách nó tương tác với sinh lý? Cuốn sách này sẽ đưa bạn vào cuộc hành trình sâu sắc vào thế giới phức tạp của tâm lý sinh lý con người.
Là một tác phẩm độc đáo, kết hợp kiến thức y học, tâm lý học và khoa học sinh lý để giúp bạn hiểu sâu hơn về tác động của tâm trí lên cơ thể và sức kháng của cơ thể đối với tâm trí. Cuốn sách này không chỉ là một tài liệu hữu ích cho các nhà nghiên cứu và học giả, mà còn dành cho những người quan tâm đến sức khỏe tinh thần và thể chất của họ.
Cuốn sách này sẽ là một hướng dẫn thú vị và chi tiết giúp bạn hiểu rõ hơn về bản chất của con người.
Hãy sắm ngay một bản của cuốn sách này để bắt đầu khám phá sự tương tác độc đáo giữa tâm lý và sinh lý con người!",Kỹ Năng Sống,2
419,"Đêm Ngủ Ngon, Ngày Tỉnh Táo
Một cuốn sách khoa học dành cho những ""cú đêm"" đang gặp vấn đề về giấc ngủ.
ĐÊM NGỦ NGON, NGÀY TỈNH TÁO là cuốn sách giải thích về việc chúng ta có thể khai thác được sức mạnh của giấc ngủ nhằm làm thay đổi cuộc sống trở nên tốt đẹp hơn như thế nào.
Giấc ngủ từ lâu đã trở thành một trong những khía cạnh quan trọng nhất của sức khỏe tinh thần. Tuy nhiên chúng ta lại chưa quan tâm đủ để có thể hiểu một cách trọn vẹn về sự sống, sức khỏe và tuổi thọ của con người. Cuốn sách lần này LilaBooks mang đến với hi vọng sẽ giúp các bạn phần nào khám phá được thói quen ngủ dưới góc độ khoa học của một bác sĩ tâm thần - Bác sĩ Y khoa, Giảng viên Khoa Tâm thần học, Masaki Nishida.",Kỹ Năng Sống,2
420,"Quẳng Gánh Lo Đi Vui Sống Trong Mọi Hoàn Cảnh (Tái Bản)
Cùng với Đắc Nhân Tâm, Quẳng gánh lo đi - vui sống trong mọi hoàn cảnh là cuốn sách bán chạy nhất mọi thời đại của Dale Carnegie. Bạn sẽ tìm thấy những lời khuyên quý báu có thể giúp bạn giảm thiểu lo lắng rất đơn giản như chia sẻ với người khác, tìm cách để giải quyết vấn đề hay bỏ những điều phiền muộn ra khỏi suy nghĩ của bạn…
Nếu thực hiện đều đặn những điều này mỗi ngày, bạn sẽ thấy cuộc sống của mình nhẹ nhàng hơn rất nhiều, bởi bớt một chút phiền muộn là ta đã có thêm niềm vui.
Nói thì có vẻ dễ nhưng những vấn đề liên quan đến các trạng thái tinh thần chẳng bao giờ là dễ dàng để giải quyết. Chấm dứt lo lắng là điều không thể nhưng bớt đi sự lo lắng thì có thể, chỉ cần bạn đủ quyết tâm.",Kỹ Năng Sống,2
421,"Combo Cẩm Nang Bé Gái Tuổi Dậy Thì - Quyển 1 Và 2 (Tái Bản 2019) (Bộ 2 Quyển)
Tất tần tật những thắc mắc về tâm sinh lí các bé gái tuổi dậy thì (9-18 tuổi) đều được giải đáp trong 2 cuốn sách này. Những câu hỏi của các bé gái, đang bỡ ngỡ trước ngưỡng tuổi dậy thì, được chuyên gia trả lời vừa khoa học mà dễ hiểu, dễ nhớ.
Đây là những cuốn cẩm nang quý giá giúp các bậc phụ huynh cùng những cô gái nhỏ của mình bước vào tuổi dậy thì tươi đẹp với tâm lí sẵn sàng và thoải mái!
1. Cẩm Nang Bé Gái Tuổi Dậy Thì - Quyển 1: 160 Câu Hỏi-Đáp Về Sinh Lí Bạn Gái Tuổi Dậy Thì (Tái Bản 2019)
2. Cẩm Nang Bé Gái Tuổi Dậy Thì - Quyển 2: Tất Tần Tật Khúc Mắc Đều Có Lời Giải (Tái Bản 2019)",Kỹ Năng Sống,2
422,"Sơ Đồ Quan Trọng Nhất Thế Giới
Cuốn sách tiết lộ những sự thật phi thường về trí nhớ của chúng ta cũng như cách chúng ta học và hành xử. hãy khám phá cách sử dụng kiến thức này để thuyết trình và nói chuyện sao cho thật sự ấn tượng để mang lại thành công vang dội cho hoạt động PR và tiếp thị của bạn, nâng cao chỉ số IQ về mặt xã hội và cảm xúc, phát triển trí tuệ và khả năng sáng tạo, tối ưu hóa thời gian của bạn đồng thời tạo dựng một cuộc sống có ý nghĩa hơn.
Những người và tổ chức đã hiểu và sử dụng sức mạnh của sơ đồ vừa nêu là những nhân vật đầu ngành trong lĩnh vực của họ. Hãy học các bí quyết đằng sau thành công của những nhà hùng biện nổi tiếng, các vận động viên Olympic và các nhân vật có ảnh hưởng ở tầm quốc tế trong giới kinh doanh chỉ bằng sơ đồ này.",Kỹ Năng Sống,2
423,"Mark Batterson được biết đến là tác giả có sách bán chạy nhất theo bình chọn của New York Times. Ông viết nên cuốn Sống hết mình mỗi ngày với mong muốn chia sẻ 7 thói quen giúp mỗi chúng ta trở nên hạnh phúc và thành công. Các thói quen đó giống như bước khởi đầu giúp bạn thực hiện từng mục tiêu một, từ mục tiêu nhỏ đến mục tiêu cuộc đời mình trong từng ngày sống.
Theo tác giả Mark Batterson, chúng ta đang đánh giá quá cao những gì mình có thể đạt được trong thời gian ngắn, nhưng lại đánh giá quá thấp những gì có thể đạt được khi kiên định đi theo một hướng trong thời gian dài. Nếu bạn chủ động đạt được các mục tiêu dài hạn, thì bạn sẽ sống cuộc đời ý nghĩa hơn.",Kỹ Năng Sống,2
424,"Từ lâu quan niệm an phận “nghèo giàu đều có số” đã không còn phổ biến trong xã hội ngày nay. Nhưng làm sao để thoát khỏi “số nghèo”, làm sao để kiếm được nhiều tiền, luôn là câu hỏi canh cánh trong lòng những ai muốn vươn lên làm giàu.
“Sự khác biệt giữa người giàu và người nghèo” là cuốn sách thú vị sẽ giải đáp mọi thắc mắc của độc giả thông qua việc phân tích, lý giải sự khác biệt giữa người giàu và người nghèo từ tính cách, quan niệm, nhận thức và tư duy. Những ai muốn biết tại sao mình vùi đầu làm việc mà vẫn nghèo, tại sao mình tiết kiệm mà vẫn nghèo, tại sao mình giỏi hơn người khác mà vẫn nghèo, ... hãy nhanh chóng tìm đọc cuốn sách này.",Kỹ Năng Sống,2
425,"Sự khác biệt giữa người thông minh và người thường không nằm ở kiến thức ít hay nhiều , trai nghiệm sâu sắc đến đâu mà là ở cách tư duy . Mọi kết quả chúng ta thu được trong đời sống và công việc đều xuất phát nhờ hành động của chúng ta , còn hành động lại được quyết điịnh bởi cách tư duy. Cách tư duy là cách chúng ta nhìn nhận và thấu hiểu thế giới xung quanh. Cách tư duy cũng là nguyên nhân phía sau hành động của chúng ta. Bạn có cách tư duy như thế nào bạn sẽ có cuộc sống như vậy .",Kỹ Năng Sống,2
426,"Khi trẻ bắt đầu đến trường sẽ có muôn vàn điều bỡ ngỡ và có nhiều thắc mắc. Là cha mẹ, ắt hẳn tâm lý lo lắng cũng không kém con em mình. Tập sách Kỹ Năng Sống Dành Cho Học Sinh Tiểu Học sẽ rèn luyện kỹ năng cho bé khi bé bước vào lớp 1. Sách ngắn gọn, trình bày dễ hiểu, sống động sẽ giúp con bạn rèn được nhiều kỹ năng bổ ích.
Cuốn sách sẽ là hành trang giúp bé vững vàng hơn ở ngưỡng cửa Tiểu Học.",Kỹ Năng Sống,2
427,"Đông Y Toàn Tập - Bìa Cứng
Đông Y Toàn Tập trình bày một cách hệ thống hầu như toàn bộ các vấn đề về Đông y, từ lý thuyết đến thực hành, từ cơ bản đến nâng cao. Sách giảng giải chi tiết về các cơ sở lý luận và thực tiễn cần vận dụng trong việc chẩn đoán và trị liệu, đồng thời cũng chỉ dẫn cặn kẽ về từng loại thuốc được sử dụng trong Đông y, cách bào chế và vận dụng thích hợp trong việc trị liệu. Trong điều kiện hiện nay, đây có thể xem là một tài liệu nghiên cứu cũng như tham khảo rất quý giá cho ngành Đông y học, đồng thời cũng có thể sử dụng làm cẩm nang lý thuyết và thực hành cho những ai hành nghề Đông y.",Khác,3
428,"Chỉ Tại Axit Uric
Các tài liệu khoa học đang cho thấy nồng độ axit uric tăng cao là nguyên nhân gây ra nhiều tình trạng sức khỏe phổ biến như béo phì, kháng insulin, tiểu đường, gan nhiễm mỡ, tăng huyết áp, bệnh tim mạch, đột quỵ, rối loạn thần kinh và tử vong sớm…
Cuốn sách này kết hợp giữa thông tin khoa học và lời khuyên thực tế, phơi bày sự thật chết người về axit uric đồng thời đưa ra các chiến lược vô giá để duy trì nồng độ axit uric ở ngưỡng có lợi cho sức khỏe.",Khác,3
